page,reference,text
67,PDF page 67," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 48
    
Sr. No. Issues Discussed MMRC Reply 
20 The compensation should be based on the 
current market value. 
Monetary Compensation is available to 
only land title holders and will be as per 
rules governing acquisition of land. Any 
other monetary compensation will be as 
per R & R policy. 
21 People suggested that adequate safety 
measures should be provided for 
Uninterrupted social life. 
MMRC will take adequate safety 
measures during construction of the 
project. 
 
22 People would like to receive regular 
updates on project 
Public Information center can be opened 
and operated. 
23 PAPs questioned whether there is an option 
of conversion facility from commercial to 
residential 
(MOM dt.07.06.2017) 
Yes. There is an option of conversion of 
use of unit from commercial to 
residential for commercial properties 
with existing carpet areas of equal or 
more than 100 sq. ft. The PAPs in this 
case can avail transit accommodation & 
additional area incentive against existing 
carpet area with respect to the entitled 
areas for residential units as proposed by 
MMRC. 
24 PAPs questioned of what would happen to 
tenants who do not have tenancy 
documents. 
MMRC replied that the tenancy eligibility 
& the survey would be undertaken by 
MHADA. 
25 PAPs raised query about formation of 
society and conveyance. 
MMRC replied that it would acquire the 
lands from the landowners and transfer 
the land in the name of MMRC. After the 
completion of metro works and 
redeveloped structures, MMRC would 
allot the permanent alternate units as per 
the stipulated policy to entitled PAFs. 
MMRCL would facilitate the formation of 
the society where every PAP would be 
the member of the same and then 
transfer the ownership rights to the 
society. 
26 PAPs queried about who would be 
responsible for maintenance of about lift, 
watchmen and other common utilities 
The maintenance charges in transit 
accommodations would be borne by 
MMRC. The maintenance would consist "
68,PDF page 68," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 49
    
Sr. No. Issues Discussed MMRC Reply 
of structural repairs or works, water 
charges, liftman/ watchman charges etc. 
and not the charges for utilities such as 
electricity, gas, telephone and utilities for 
personal consumption. 
 PAPs asked whether MMRC would be 
maintaining the redevelopment building by 
paying a corpus fund. 
MMRC stated that no corpus fund would 
be raised by MMRC. The redeveloped 
building will be maintained by 
Cooperative Hosing Societies formed. 
27 PAPs raised a query whether the existing 
commercial units with road frontage will be 
provided with road frontage units in the 
redevelopment scheme. 
(MOM dt. 25.10.2017) 
MMRC responded that due to the less 
width of the plots with road frontage, it 
would be difficult to accommodate all the 
existing units with frontage. MMRC 
stated that certain retail units and 
showrooms could be given priority for 
road frontage on ground floor whereas 
office spaces and other ancillary offices 
to be shifted on upper floors.   
 
 
  
"
69,PDF page 69," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 50
    
5.5 PUBLIC CONSULTATION/HEARING AT CITY LEVEL 
Vide newspaper Notification dated 5th April, 2012 a public consultation/hearing was organized at 
Insurance Institute of India, G Block, Plot No-46, BKC, Bandra (E), Mumbai on 11th April 2012 for inviting 
suggestions and objections from concerned stakeholders on environment and social issues of the 
proposed Metro Line -3. About 200 stakeholders attended and 27 stakeholders raised their 
suggestions/objections. A summary of the public hearing is given in Annexure -5.9. Detail of suggestions 
and objections raised by stakeholders on social issues and MMRC remark is given in Table 5.3.  
 
 
TABLE 5.3 
DETAILS OF PUBLIC HEARING ON SOCIAL ISSUES 
Date & 
Time 
Venue Token 
No. 
Issues Suggestion/Objecti
on 
MMRC Remark 
11th 
April,2012 
Insurance 
Institute of 
India (College 
of Insurance), 
G Block, Plot 
No. C-46, 
Bandra-Kurla 
Complex, 
Bandra(E), 
Mumbai-400 
051 
17 Numbering 
during Social 
Survey 
Some numbers are 
put in slums at 
Marol Naka. 
What is the 
meaning of that? 
 
From where will the 
project start? 
 
Whether the 
numbers will 
increase or 
decrease? 
When we can get an 
idea? When and 
Slum numbering is 
part of survey work 
being done for SIA. 
Project extends 
from Colaba to 
SEEPZ 
MMRC is in process 
of determining R&R 
sites. 
The actual impact 
for resettlement 
will depend on 
detailed designs. 
Affected persons 
will be shifted to 
R& R Colony where 
"
70,PDF page 70," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 51
    
Date & 
Time 
Venue Token 
No. 
Issues Suggestion/Objecti
on 
MMRC Remark 
where will we be 
shifted? 
tenements are 
available 
61 Your officers also 
should come. 
People at home are 
getting afraid 
because some 
people came to put 
the number in their 
slums. Please do not 
give to any agency 
to put no. Only 
MMRC officers/staff 
should come for 
this. Please give the 
prior date on 
Sundays so that all 
the concerned 
association people 
are called. 
MMRC can hold 
meetings with 
representatives of 
people and provide 
necessary 
information to 
them. 
11th 
April,2012 
Insurance 
Institute of 
India (College 
of Insurance), 
G Block, Plot 
No. C-46, 
Bandra-Kurla 
Complex, 
Bandra(E), 
Mumbai-400 
051 
5 Public Meeting We want to know 
about the problems 
we will be facing 
because of this 
metro line 3? 
One more hearing 
for PAPs may be 
held? 
VAG experience is 
very bad. 
MMRC can hold 
meetings with 
representatives of 
people and provide 
necessary 
information to 
them. 
57  Meeting should be 
arranged in the area 
of Project affected 
people. All PAPs 
should be taken in 
to Confidence, 
enquired about 
MMRC can hold 
meetings with 
representatives of 
people and provide 
necessary 
information to 
them. "
71,PDF page 71," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 52
    
Date & 
Time 
Venue Token 
No. 
Issues Suggestion/Objecti
on 
MMRC Remark 
project whether 
U/G. 
64  When will you 
conduct the next 
meeting? 
You have to declare 
the meeting date 
today. 
There should be 
transparency in 
conducting survey 
of slums. 
Enquired about 1 
point contact 
Officer from MMRC 
Advised to form a 
committee amongst 
them. 
The details of 
survey will be 
explained to PAP, 
Stakeholders. 
Survey is being 
conducted by NGO 
SPARC and process 
is transparent. 
MMRC has 
designated 
Community 
Development 
Assistance to 
address R&R issues 
of this project. 
11th 
April,2012 
Insurance 
Institute of 
India (College 
of Insurance), 
G Block, Plot 
No. C-46, 
Bandra-Kurla 
Complex, 
Bandra(E), 
Mumbai-400 
051 
34 Displacement & 
Rehabilitation 
Line 3 is very good 
for the future of 
Mumbai. We cannot 
deny the role of 
slum people for the 
development of 
Mumbai. When we 
lose our place; 
please give us good 
place to settle 
within the same 
locality. So that we 
can serve the 
people of Mumbai. 
Please explain why 
you cannot settle us 
in nearby places. It 
is good for the 
future of our 
country. 
PAPs can join local 
Slum Rehabilitation 
Scheme if such 
scheme is 
promoted by 
developer and is 
feasible. If SRA 
Scheme is not 
feasible PAPs will 
be shifted to 
nearby R&R colony 
depending on 
availability of 
tenements. "
72,PDF page 72," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 53
    
Date & 
Time 
Venue Token 
No. 
Issues Suggestion/Objecti
on 
MMRC Remark 
35  Rehabilitate PAPs 
nearby and do not 
send to far off 
place. Take 
confidence of PAPs 
living in slums. 
People have got 
different views. 
As above (token 
No.34) 
77  Numbers put on 
slums in Marol area 
and enquired about 
reason. 
Enquired about R&R 
compensation / 
TDR. 
What is the criteria 
for rehabilitation? 
Whether you will 
take care of owner? 
Survey being done 
for SIA. The 
rehabilitation will 
be done as per 
MUTP R&R policy 
approved by Govt. 
and based on BSES. 
  66 Project 
Implementation 
When line 3 will be 
implemented 
practically? What 
are the SRA plans? 
Implementation of 
Mumbai Metro 
Line-3 is proposed 
between 2013 and 
2019. 
11th 
April,2012 
Insurance 
Institute of 
India (College 
of Insurance), 
G Block, Plot 
No. C-46, 
Bandra-Kurla 
Complex, 
Bandra(E), 
Mumbai-400 
051 
72 Changing of 
RG/PG and basic 
facilities in R&R 
sites 
There are more 
than 10,000 houses 
at Chimatpada. How 
you are going to 
settle them? 
Whether MMRC is 
the authority to 
change the RG/PG. 
There is a PIL and 
court order for no 
development and 
enquired about 
MMRC does not 
have the authority 
to change the D. P. 
reservations but it 
can examine the 
matter and offer 
possible help. The 
R&R colonies are 
provided facilities 
as per the SR 
Scheme norms. "
73,PDF page 73," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 54
    
Date & 
Time 
Venue Token 
No. 
Issues Suggestion/Objecti
on 
MMRC Remark 
whether metro can 
be constructed. 
He enquired about 
SRA schemes. 
Basic facilities like 
schools, markets, 
temple etc. to be 
constructed. 
80 Job Opportunity Benefit to be given 
to people affected 
by metro. They 
need job in Metro. 
They need house 
there only. 
PAPs can join SRA 
Scheme if locally 
feasible else will be 
rehabilitated in 
R&R colonies. 
 
5.6 INFORMATION DISCLOSURE AND CONSULTATION 
During social survey, meetings and focus group discussions were conducted to get wider public input from 
the primary and secondary stakeholders. The roadside communities, particularly the affected small 
business enterprises, took tremendous interests in th e meetings. This consultative approach led to 
identification of issues related to designing of underground stations at populated areas, road 
improvements before construction of metro corridors, reducing disruption of livelihoods and improved 
design for roa dside amenities/services for the traveling public. Most importantly, the affected 
communities strongly felt a sense of participation in the decision-making process.  
Information disclosure is persuaded for effective implementation and timely execution of R esettlement. 
For benefits of PAPs and community in general SIA should be disclosed by MMRC. 
During project implementation, MMRC has been providing information related to entitlement policy and 
various options to the PAPs and community through various mediu ms adopted by R&R department. 
MMRC has been preparing information brochures in local language, i.e., Marathi and Hindi, explaining the 
SIA, the entitlements and the implementation schedule. The SIA is required to be disclosed to the affected 
persons and other stakeholders. 
5.6.1 Implementation of I.T. enabled Rehabilitation and Resettlement System 
To ensure transparency in allotment process and ascertain authenticity of allotments and minimize 
litigations and consequent delays MMRC has utilized R&R system wherein there is no human interference 
in the process of allotment. Database of PAPs is archived into system to identify and enroll them in future 
welfare schemes. Computer generated allotment letter consisting of a Unique QR code and Digitally 
Signed by competent authority are used thereby eliminating fraudulent malpractices of duplicity of "
74,PDF page 74," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 55
    
allotment letters which arise in manually signed allotment letters. The system also has a provision to send 
SMS Alerts to PAPs so that they do not need to run from pillar to post during R&R process.  
1. One window data source; Archived on the portal  
2. Accessibility of the portal within organization thereby reducing process delays 
3. Reduction in data tampering due to read-only format ensuring data security 
4. Aadhaar based linking helped in eradicating multiple benefits to same beneficiary 
5. Allotment of tenements through computerised lottery in the presence of PAFs  
6. Generation of digitally signed Allotment letters  
7. Automated SMS alerts to beneficiary; lottery schedule, result and intimation to collect allotment 
letters  
In addition, MMRC has been disseminating information on various policies, time to time project updates 
to the PAPs by uploading the same on the official website. For dissemination of information and in order 
to clarify on certain policies, MMRC has been uploading FAQs with their replies on the official website. 
R&R department has prepared and grouped the dataset of the PAPs building -wise and uses the same to 
disseminate the information whenever required.  
Through the central PR department, MMRC disseminates various R&R related information through social 
media such as Twitter, Facebook, Instagram, printed media such as local newspapers and visual media 
such as news channels and MMRC’s own Youtube channel. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
75,PDF page 75," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 56
    
 
Sample of Digitally signed Allotment Letter- Front Side 
  
Quick Response Code can 
be read by mobile app & 
instantly gives the details 
about the allotted 
tenement to the PAP 
Digital signature on the 
allotment letter makes the 
document secure and locks 
it.  
 
Only the document signing 
authority can make the 
changes in it if required "
76,PDF page 76," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 57
    
A. Sample of Digitally signed Allotment Letter- Rear Side 
  
"
77,PDF page 77," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 58
    
B. INTRANET PORTAL SCREENSHOTS 
 
 
 
1 
2 
3 
4 5 "
78,PDF page 78," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 59
    
5.7 COMMUNITY PARTICIPATION DURING PROJECT IMPLEMENTATION 
The effectiveness of the Resettlement is directly related to the degree of continuing involvement of those 
affected by the project. Several additional rounds of consultations with PAPs will be required during 
resettlement. Consultations during resettlement plan implementation shall involve offer and choice of 
options if any. Another round of consultation shall occur when compensation and assistance are provided 
and actual resettlement start. 
The following set of activities will be undertaken for effective implementation of the plan: 
a) MMRC will conduct information dissemination sessions in the project area and solicit the help of 
the local community/ leaders and encourage the participation of the PAP’s in RAP 
implementation. 
b) Consultation and focus group discussions will be conducted at the affected areas with the  
vulnerable groups like women, families of BPL, Scheduled Castes and Scheduled Tribes to ensure 
that the vulnerable groups understand the process and their needs are speci fically taken into 
consideration. 
c) MMRC with the help of Consultant / NGO will organize public meetings, and will appraise the 
communities about the progress of RAP implementation. Regular update of the program of 
resettlement component of the project will be placed for public display at the project offices. 
d) MMRC and field offices will maintain an ongoing interaction with PAPs to identify problems and 
undertake remedial measures. 
  
"
79,PDF page 79," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 60
    
6. RESETTLEMENT POLICY AND LEGAL FRAMEWORK 
6.1                LEGAL FRAMEWORK 
This chapter discusses about the existing laws and regulations of the country and states that are applicable 
to the work of Land Acquisition and resettlement for proposed Mumbai Metro Rail Line -3 corridor. In 
addition, JICA Guidelines, 2010 are a dopted since the Japanese ODA loan will be utilized for the 
implementation of the project. It is very important to analyze the Acts and Policies to understand the 
legalities and procedures in implementing the project. Therefore, the legal framework in whic h the 
proposed metro rail project will be implemented with respect to social issues as well as JICA guidelines 
for environmental and social consideration has been summarized in this chapter. The applicable laws on 
land acquisition and resettlement for the Mumbai metro rail project are: 
 The Metro Railways (Construction of Works) Act, 1978; amended in 2009. 
 Maharashtra Regional Town Planning Act, 1966 
 JICA Guidelines for Environmental and Social Consideration, April 2010  
 Resettlement and Rehabilitation Polic y for Mumbai Urban Transport Project 
(MUTP),1997(Amended in 2000) 
 Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and 
Resettlement Act, 2013 (RFCTLARR Act 2013) 
 In-situ Rehabilitation and Redevelopment Policy for PAPs of Kalbadevi and Girgaon 
The following section deals with these policies with a comparison and subsequently deals with the 
entitlements and eligibility for compensation and other resettlement entitlements. 
6.2                  The Metro Railways (Construction of Works) Act, 1978; amended in 2009: 
The most relevant Indian regulation for facilitating construction of Metro Railway Project is the Metro 
Railways (Construction of Works) Act, 1978; amended in 2009. This Act is the principal document for 
procedures to be  followed for construction of Metro corridors for public purposes. Further, the Act 
provides adequate provisions for land acquisition and compensation. 
The Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement 
Act, 2013 is the act in force for the Land Acquisition, Rehabilitation and Resettlement process. This act 
vide section 105 states that “The Central Government shall, by notification, within one year from the date 
of commencement of this Act, direct that any o f the provisions of this Act relating to the determination 
of compensation in accordance with the First Schedule and rehabilitation and resettlement specified in 
the Second and Third Schedules, being beneficial to the affected families, shall apply to the cases of land 
acquisition under the enactments specified in the Fourth Schedule or shall apply with such exceptions or 
modifications that do not reduce the compensation or dilute the provisions of this Act relating to 
compensation or rehabilitation and resettlement as may be specified in the notification, as the case may 
be.” The Metro Railways (Construction of Works) Act, 1978 is included in the Forth Schedule. The 
notification of Central Government in this regards issued and accordingly the provisions in the relevant 
act will be applicable for Land Acquisition, Rehabilitation and Resettlement for the Project. 
Following table highlights important provisions in the Act:  
 
 "
80,PDF page 80," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 61
    
TABLE 6.1:  MAIN ELEMENTS OF METRO RAILWAYS (Construction of works) ACT 1978 
Sections of the Act Provisioned for  
1 Application or Scope of the Act 
6 Provisions related to acquisition of land. 
7 – 12  Procedure for land acquisition 
13 Determination of amount of Compensation 
17 Land Acquisition Act 1 of 1894 not to apply. -Nothing in the  Land 
Acquisition Act, 1894, shall apply to an acquisition under this Act. 
Institutional Arrangements for Implementation of the Act: 
Chapter II Metro Railway Administration 
 
6.3          Maharashtra Regional Town Planning Act, 1966 
As per the Maharashtra Regional Town Planning Act, 1966; land is being acquired under section 126 for 
public purposes as specified in plans: - (1) When after the publication of a draft Regional Plan, a 
Development or any other plan or town planning scheme, any land is required or reserved for any of the 
public purposes specified in any plan or scheme under this Act at any time the Planning Authority, 
Development Authority, or as the case may be, any Appropriate Authority may, except as otherwise 
provided in section 113A to acquire the land,- 
(a) By an agreement by paying an amount agreed to, or 
(b) In lieu of any such amount, by granting the land -owner or the lessee, subject, however, to the lessee 
paying the lessor or depositing with the Planning Authority, Development  Authority or Appropriate 
Authority, as the case may be, for payment to the lessor, an amount equivalent to the value of the lessor's 
interest to be determined by any of the said Authorities concerned on the basis of the principles laid down 
in the Land Ac quisition Act, 1894, Floor Space Index (FSI) or Transferable Development Rights (TDR) 
against the area of land surrendered free of cost and free from all encumbrances, and also further 
additional Floor Space Index or Transferable Development Rights against the development or construction 
of the amenity on the surrendered land at his cost, as the Final Development Control Regulations prepared 
in this behalf provide 
6.4                      JICA’s GUIDELINES ON INVOLUNTARY RESETTLEMENT 
The JICA guidelines for environmental and social considerations1 are applicable to this project subject to 
provisions in this SIA report. The SIA report has been prepared in accordance with the requirements of 
the JICA on Involuntary Resettlement. The involuntary resettlement ma y cause severe long -term socio-
economic hardships, impoverishment and environmental damages unless appropriate measures are 
carefully planned and carried out. The JICA requires that involuntary resettlement should be avoided 
where feasible, or minimized ex ploring all viable alternative project designs. In cases, it becomes 
unavoidable, then the affected persons should be meaningfully consulted providing them an opportunity "
81,PDF page 81," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 62
    
to participate in the resettlement program. They should be assisted in their efforts to improve their 
livelihoods and standard of living or at least to restore these, in real terms, to pre-displacement levels or 
to levels prevailing prior to the beginning of project implementation, whichever is higher. This approach 
endorses the eligibility of all the categories of persons, whether with formal legal rights or without these 
rights, in a project, but occupying project area prior to the cut -off date established by the borrower and 
acceptable to the Bank. 
1The Guidelines for Environmental and Social Considerations (hereafter, the “new Guidelines”) and the 
Objection Procedures based on the Guidelines for Environmental and Social Considerations (hereafter, the 
new “Objection Procedures”) were put into effect on July 1, 2010. 
6.5          RESETTLEMENT AND REHABILITATION POLICY FOR MUTP, 1997 (amended in 2000) 
Government of Maharashtra had appointed a task force in 1995 under the chairmanship of a former chief 
secretary to the state of Maharashtra consisting of members from the Government, private sector, NGOs 
and civil society to prepare a policy framework for resettlement and rehabilitation of persons affected by 
the project. Based on the recommendations of the committee, GOM had issued a Government Resolution 
(GR) adopting the policy in March, 199 7 which was later amended to incorporate certain changes 
suggested by the Bank to bring the policy in line with the World Bank’s Operational Directive 4.30 on 
involuntary resettlement. This policy is called Resettlement and Rehabilitation for Mumbai Urban 
Transport Project, 1997 (as amended in December, 2000). (Annexure-6.1). 
The R&R policy shall be applicable to Metro Line -3 project wide the Government Resolution MRD – 3311 
/ Pr. No. -149 Na. Vi. 7 dated March 03, 2014. 
The main objectives and principles of the policy are: 
a) Involuntary resettlement should be avoided or minimized where feasible, exploring all viable 
alternative project designs. 
 
b) Where displacement is unavoidable; to develop and execute resettlement plans in such a manner 
that displaced perso ns are compensated for their losses at replacement cost just prior to the 
actual move, displaced persons are assisted in their move and supported during the transition 
period in the resettlement site and displaced persons are assisted in improving or at le ast 
restoring their former living standards, income earning capacity and production levels; and to pay 
particular attention to the needs of poorer-settlers in this regard, 
 
 
c) To accord formal housing rights to the PAPs at the resettlement site. Such rights shall be in the 
form of leasehold rights of the land to the co-operative society of the PAPs and occupancy rights 
of built floor space to the members of the society. The membership of the co -operative society 
and the occupancy rights will be jointly awarde d to the spouses of the PAP household. The 
documents in this respect will be the leasehold agreement with the co -operative society, which 
will include a list of its members and description of dwelling unit allotted to each member. The 
members of the co-operative society will receive a share certificate signifying the membership· of 
the society. 
 
d) To develop and implement the details of the resettlement program through active community 
participation by establishing links with the community based organizations; and "
82,PDF page 82," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 63
    
 
e) To make efforts to retain existing community network in the resettlement area, wherever this is 
not feasible to make efforts to integrate the resettled population with the host community, and 
to minimize the adverse impact, if any, on the host community. 
The policy ensures meaningful consultations with stakeholders in planning and implementation of the 
resettlement program in order to suitably accommodate their inputs and make rehabilitation and 
resettlement plan more participatory and broad based. T he policy ensures benefits of R&R to PAPs 
including non-title holders if they are enumerated during baseline survey for lost assets at replacement 
value. The policy also ensures payment of compensation and resettlement assistance prior to taking over 
the possession of land and commencement of any construction activities. The policy offers resettlement 
option to the affected community; which is a tenement of 20.91 sq. m in multistoried buildings. Vulnerable 
households such as women headed households, handica pped and the aged will be given additional 
package of rehabilitation services. The Grievance Redressal Committee appointed by MMRC shall have 
the power to consider and dispose of all complaints relating to Eligibility and Entitlement. 
6.5.1 ELIGIBILITY AND ENTITLEMENT MATRIX 
As per the MUTP R&R policy all legitimate occupants of land and building affected by MUTP will be eligible 
for the benefits of R&R. PAPs who are squatters and not legal titleholder of land and buildings shall also 
be eligible for R&R if  enumerated during the baseline survey. Therefore, the date of completion of 
baseline survey shall be the Cut-off date. It is on this date that all impacted persons will be identified and 
the nature of the impact disclosed. PAPs who settle in the affected areas after the cut-off date will not be 
eligible for compensation and/or other assistance. They, however, will be given sufficient advance notice, 
requested to vacate premises and dismantle affected structures prior to project implementation.  
For land acquisition, generally the MMRC may offer two options to the land owners. These include (i) cash 
compensation, (ii) award of TDR/FSI and Local Redevelopment. 
Determination of amount payable for acquisition will be decided as per the Metro Railways (Construction 
of Works) Act. 
In case of resident landlords, tenement in the R&R colony is provided in addition to the legal compensation 
fixed by competent authority under Metro Railway Construction act. However, resident landlords who 
opt for cash supplement in lieu of 20.91 sq. m. of structure in a resettlement colony, the cash supplement 
equivalent to cost of construction of floor space(subject to a max. of 20.91 sq. m) occupied prior to 
resettlement will be offered. 
The people who do not have legal title, affecte d by this project and losing houses are entitled to 
tenements of area measuring 20.91 sq. m. The affected shopkeepers are entitled to an equivalent area, if 
affected area is less than 20.91 sq. m. If the affected area is more than 20.91 sq. m., the owners would be 
provided commercial unit up to 20.91 sq. m. area free of cost and they would be entitled for maximum 
area up to 70 sq. m. However, they have to pay the ready reckoner rates of above 20.91 sq. m. In addition, 
there is a provision for providing compensation to those whose travel distances to place of work increases. 
The entitlement matrix provides category wise details regarding the entitlements in relation to the R&R 
principles enumerated above. The following Table 6.2 presents the entitlement matri x for the proposed 
metro rail project. 
 "
83,PDF page 83," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 64
    
 
TABLE 6.2 - MUTP R&R ENTITLEMENT MATRIX 
Sr. 
No. 
Category of RAP Legal 
Compensation 
Rehabilitation 
Monetary 
Supplementary 
Type of Shelter 
related 
Rehabilitation 
Price to be 
Charged 
1. Non-resident land 
Owners (including 
farmers and 
horticulturist 
Market value of 
land and building 
according to LA 
Act. 
Nil Nil  
Non-resident 
lessees 
Appointment of 
compensation for 
the unexpired 
period of lease 
according to LA 
Act. 
Nil Nil  
2 Resident landlord 
(land and building  
including farmers 
and 
horticulturists) 
 
 
As in 1 above 
 
 
 
 
 
Nil 
 
 
 
 
 
 
Cash supplement 
equivalent to cost of 
construction of floor 
space (subject to a 
max. of 20.91 sq. m) 
occupied prior to 
resettlement. 
OR 
Floor space equal to 
self-occupied floor 
area, subject to 
maximum of 70 sq. 
m., irrespective of 
use of floor space. 
First 20.91 sq. m 
of floor space 
free of cost and 
at actual cost for 
the area in excess 
thereof. 
Resident lessee of 
land and building 
Apportionment of 
compensation for 
the unexpired 
period of lease 
according to LA 
Act. 
Nil Floor space equal to 
self-occupied floor 
area, subject to 
maximum of 70 sq. 
m., irrespective of 
use of floor space 
First 20.91 sq. m 
of floor space 
free of cost and 
at actual cost for 
the area in excess 
thereof. 
 "
84,PDF page 84," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 65
    
Sr. 
No. 
Category of RAP Legal 
Compensation 
Rehabilitation 
Monetary 
Supplementary 
Type of Shelter 
related 
Rehabilitation 
Price to be 
Charged 
3. Resident lessees, 
tenants or sub -
tenants or sub -
tenants of 
buildings 
Shifting charges 
according to LA 
Act. 
Nil Floor space equal to 
self-occupied floor 
area, subject to a 
maximum of 70 sq. m. 
irrespective of use of 
floor space. 
Free of cost on 
ownership ba sis 
up to20.91 sq. m. 
of floor space 
and at actual cost 
for area in excess 
thereof. 
4. Squatters  
 
    
 
 
 
 Non-Resident 
structure 
owners(The status 
to be established 
by documentary 
evidence in  
 
Nil 
 
Replacement cost 
of lost structure 
 
Nil 
 
 
 Resident structure 
owner 
 
Nil 
 
Replacement cost 
of lost structure 
 
Township option Plot 
of 25 sq. m. 
 
Free of cost 
 
    Plot in excess of 25 
sq. mtr. 
 
At cost for the 
excess area 
   Nil 
 
PH/HD/SRD Option: 
Residential: floor 
space of 20.91 sq. m 
Shops & business 
Area equivalent area 
with a maximum of 
70 sq. mtr. Out of 
which 20.91 sq. mtr. 
Free of cost 
 
    Area in excess of 
20.91 sq. m 
 
At cost for the 
excess area 
  Tenants Nil Nil Township option Plot 
of 25 sq. m. 
 
Free of cost 
     Plot in excess of 25 
sq. mtr. 
 
At cost for the 
excess area 
 "
85,PDF page 85," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 66
    
Sr. 
No. 
Category of RAP Legal 
Compensation 
Rehabilitation 
Monetary 
Supplementary 
Type of Shelter 
related 
Rehabilitation 
Price to be 
Charged 
    PH/HD/SRD Option: 
Residential: floor 
space of 20.91 sq. m 
Shops & business 
Area equivalent area 
with a maximum of 
70 sq. mtr. Out of 
which 20.91 sq. mtr. 
 
Free of cost 
 
    Area in excess of 
20.91 sq. m 
 
At cost for  the 
excess area 
 
5. Pavement 
dwellers 
  
 
 
 
  
 
 
 
 
  Nil Replacement Cost 
of lost Structure 
 
Township option 
Plot of 25 sq. m 
 
Free of cost 
 
    Plot in excess of 25 
sq. 
 
At cost for the 
excess area 
   Nil PH/HD/SRD Option: 
Residential: floor 
space of 20.91 sq. m 
For shops & business: 
Area equivalent to 
existing area with a 
maximum of 70 sq. m. 
Out of which 20.91. 
Sq. m. 
 
Free of cost 
 
    Area in excess of 
20.91 sq. m 
 
At cost for the 
excess area. 
6. Employees and 
entrepreneurs  
 
 
 
 
 
 
 
 
 
 
 
 
 "
